Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;
2000;111.39104699453544;null;null;2000;223.93496502732256;2013;201.634450410959;2005;32.77600684931507;2005;98.91363424657527;2005;178.15107260273948;null;null;2013;7.969985753424649;2008;34.32875123287675;2016;286.418945479452;null;null;2011;2.5702262295081972;null;null;null;null;2005;464.71663589041117;2013;422.8959438356163;null;null;1999;12.02587240437158;2005;22.229701643835593;null;null;2014;415.2937249315068;null;null;2012;15.271401917808209;2005;52.24202465753421;
2001;116.53555780821918;null;null;2001;226.59115479452055;2014;183.88098410958884;2006;32.979270410958925;2006;104.29300712328771;2006;219.4062284931506;null;null;2014;6.7782306849315095;2009;19.00893260273969;2017;320.37244739726015;null;null;2012;1.5978895890410962;null;null;null;null;2006;573.8767112328765;2014;363.6610917808218;null;null;2000;15.955481369863;2006;66.83429780821923;null;null;2015;414.7632521857922;null;null;2013;36.35684493150686;2006;148.70555205479445;
2002;104.77263835616424;null;null;2002;193.03885808219178;2015;181.13931120218598;2007;28.72458469945355;2007;89.43710956284153;2007;158.6656434426228;null;null;null;null;2010;19.627351506849305;2018;381.02840219178006;null;null;2013;2.1493558904109613;null;null;null;null;2007;408.537232240437;2015;351.74251912568303;null;null;2001;9.521964383561647;2007;42.21846420765022;null;null;2016;370.10712410958934;null;null;2014;36.619190410958936;2007;117.24819945355192;
2003;97.19498164383563;null;null;2003;189.62538657534253;2016;148.0992849315068;2008;33.21121095890411;2008;97.71510191780831;2008;202.00770602739692;null;null;null;null;2011;18.755585245901614;2019;323.6630882513658;null;null;null;null;null;null;null;null;2008;554.8760671232878;2016;321.19470219178015;null;null;2002;18.492661917808213;2008;106.82020246575335;null;null;2017;463.49917863013695;null;null;2015;25.928814207650298;2008;203.8981882191781;
2004;110.50240765027316;null;null;2004;217.93088114754093;2017;161.31648356164376;2009;31.935266301369843;2009;119.38006465753408;2009;228.32193780821893;null;null;null;null;2013;11.817522465753445;null;null;null;null;null;null;null;null;null;null;2009;589.1044312328769;2017;403.5976019178081;null;null;2003;71.8615057377049;2009;194.59536602739735;null;null;2018;578.6012934246572;null;null;2016;41.488745205479475;2009;309.6675117808219;
2005;105.98441835616437;null;null;2005;213.51224657534254;2018;178.2214252054793;2010;29.547127123287677;2010;103.07073506849315;2010;173.04670630136968;null;null;null;null;2014;7.672324109589041;null;null;null;null;null;null;null;null;null;null;2010;434.22673890410965;2018;406.0564712328771;null;null;2004;11.1549704109589;2010;39.92708602739725;null;null;null;null;null;null;2018;106.52137643835613;2010;75.93528575342462;
2006;113.79726273972598;null;null;2006;204.58464684931505;null;null;2011;32.08575846994535;2011;102.80867404371583;2011;192.46849754098338;null;null;null;null;2015;8.364801912568307;null;null;null;null;null;null;null;null;null;null;2011;493.1597038251371;null;null;null;null;2005;6.2688150684931525;2011;35.93095765027324;null;null;null;null;null;null;null;null;2011;139.40662349726773;
2007;99.39044273972596;null;null;2007;181.3311523287674;null;null;2012;28.583553972602754;2012;94.9632000000001;2012;171.5326013698628;null;null;null;null;2016;7.574808767123282;null;null;null;null;null;null;null;null;null;null;2012;429.6182117808223;null;null;null;null;2006;20.950793972602735;2012;6.88824657534246;null;null;null;null;null;null;null;null;2012;27.043378630136996;
2008;108.66494344262291;null;null;2008;204.05248661202174;null;null;2013;29.077974794520546;2013;92.33788246575341;2013;159.08727315068475;null;null;null;null;2017;11.880407671232875;null;null;null;null;null;null;null;null;null;null;2013;421.5569342465746;null;null;null;null;2007;13.530735792349738;2013;11.444205753424649;null;null;null;null;null;null;null;null;2013;51.62708493150686;
2009;116.39959315068486;null;null;2009;221.34990794520556;null;null;2014;27.46088328767121;2014;87.67808356164389;2014;143.44961342465723;null;null;null;null;2018;9.304122739726022;null;null;null;null;null;null;null;null;null;null;2014;396.5033649315069;null;null;null;null;2008;50.31376136986297;2014;9.361235616438355;null;null;null;null;null;null;null;null;2014;42.54826986301369;
